"ROI.name"	"Organ"	"Number"	"ROI.id"	"point"	"x"	"y"
"Leaf.03"	"Leaf"	3	3	47	353.470792514078	-56.774285562466
"Leaf.03"	"Leaf"	3	3	48	358.440122613202	-61.6115917025894
"Leaf.03"	"Leaf"	3	3	49	361.614046822173	-65.6359644709548
"Leaf.03"	"Leaf"	3	3	50	363.199619475265	-67.8482579324407
"Leaf.03"	"Leaf"	3	3	51	365.964992821266	-73.070494261837
"Leaf.03"	"Leaf"	3	3	52	369.126411967692	-78.8958307259306
"Leaf.03"	"Leaf"	3	3	53	372.888152346028	-84.725335544206
"Leaf.03"	"Leaf"	3	3	54	374.05822687918	-89.1360279532383
"Leaf.03"	"Leaf"	3	3	55	374.82947670912	-93.3438343821797
"Leaf.03"	"Leaf"	3	3	56	377.558712155263	-99.6630714887301
"Leaf.03"	"Leaf"	3	3	57	377.687351255393	-104.335313642671
"Leaf.03"	"Leaf"	3	3	58	377.807043008729	-110.296141654707
"Leaf.03"	"Leaf"	3	3	59	378.739929851819	-115.135049132656
"Leaf.03"	"Leaf"	3	3	60	378.857384768456	-121.418023609215
"Leaf.03"	"Leaf"	3	3	61	378.641509037076	-129.309493571693
"Leaf.03"	"Leaf"	3	3	62	378.91108983918	-136.882172324696
"Leaf.03"	"Leaf"	3	3	63	378.882010962097	-141.070076363502
"Leaf.03"	"Leaf"	3	3	64	378.359646623084	-146.704284237617
"Leaf.03"	"Leaf"	3	3	65	377.363009934081	-151.046550998589
"Leaf.03"	"Leaf"	3	3	66	376.851829778561	-155.070026550086
"Leaf.03"	"Leaf"	3	3	67	375.863022018004	-158.284780685225
"Leaf.03"	"Leaf"	3	3	68	370.657231341556	-165.658359982088
"Leaf.03"	"Leaf"	3	3	69	364.176275827207	-171.090113145014
"Leaf.03"	"Leaf"	3	3	70	357.856393545119	-176.52298472629
"Leaf.03"	"Leaf"	3	3	71	352.516371676794	-180.029688030521
"Leaf.03"	"Leaf"	3	3	72	349.281486011366	-181.940198450675
"Leaf.03"	"Leaf"	3	3	73	340.723354752854	-184.941313691133
"Leaf.03"	"Leaf"	3	3	74	334.038509268129	-190.258591855836
"Leaf.03"	"Leaf"	3	3	75	329.332294975997	-194.767253486737
"Leaf.03"	"Leaf"	3	3	76	325.970978308923	-197.94956540397
"Leaf.03"	"Leaf"	3	3	77	322.848964508635	-205.140603120429
"Leaf.03"	"Leaf"	3	3	78	319.990365859943	-212.867745095773
"Leaf.03"	"Leaf"	3	3	79	318.798199004053	-221.674897404508
"Leaf.03"	"Leaf"	3	3	80	316.958008876649	-226.909661316979
"Leaf.03"	"Leaf"	3	3	81	314.258079430998	-237.877953941958
