"ROI.name"	"Level1"	"Level2"	"ROI.id"	"point"	"x"	"y"
"Meristem.QC"	"Meristem"	"QC"	1	1	120.838400805629	-323.193345393956
"Meristem.QC"	"Meristem"	"QC"	1	2	127.302267713508	-315.293063617659
"Meristem.QC"	"Meristem"	"QC"	1	3	133.766134621387	-314.57485618345
"Meristem.QC"	"Meristem"	"QC"	1	4	149.378378421534	-318.224282658363
"Meristem.QC"	"Meristem"	"QC"	1	5	149.207594456876	-329.477660443283
"Meristem.QC"	"Meristem"	"QC"	1	6	133.766134621387	-326.963934423552
"Meristem.QC"	"Meristem"	"QC"	2	1	150.200358777998	-329.667480533729
"Meristem.QC"	"Meristem"	"QC"	2	2	150.259844068603	-318.24630473754
"Meristem.QC"	"Meristem"	"QC"	2	3	155.910946676092	-316.759172472412
"Meristem.QC"	"Meristem"	"QC"	2	4	163.881975617182	-316.16431956636
"Meristem.QC"	"Meristem"	"QC"	2	5	168.521828284383	-314.08233439518
"Meristem.QC"	"Meristem"	"QC"	2	6	178.515357106048	-323.421525020188
"Meristem.QC"	"Meristem"	"QC"	2	7	167.570063634701	-327.526010071943
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	3	1	168.979756371893	-313.827400496791
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	3	2	178.984413385453	-322.952527223445
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	3	3	187.065097896406	-314.596989497834
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	3	4	183.21715289119	-309.814543562781
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	3	5	176.125939953007	-307.505776559652
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	4	1	104.621963302184	-310.604806737705
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	4	2	112.801401414209	-303.387655462388
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	4	3	122.905413199653	-303.975719640377
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	4	4	127.128783205209	-314.721255983626
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	4	5	118.949345093183	-323.061075235103
"Meristem.Cortex-Endodermis Initial"	"Meristem"	"Cortex-Endodermis Initial"	4	6	109.754159764631	-316.485448517592
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	1	110.983720374242	-268.544914372989
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	2	117.152182857135	-266.287817983355
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	3	128.724625057162	-299.16254633538
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	4	132.952718632741	-313.952683245662
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	5	127.672864528655	-314.31650782835
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	6	123.72986089466	-303.735018398378
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	5	7	112.769858646348	-277.58734436024
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	6	1	129.482988103699	-299.09239707458
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	6	2	137.396226424801	-298.742253786036
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	6	3	139.917258102321	-315.269017005329
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	6	4	133.544650250813	-313.868443851151
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	7	1	137.79453950628	-294.050054489948
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	7	2	146.004138628167	-293.899144240013
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	7	3	146.853747503769	-317.082139938934
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	7	4	140.628977929647	-315.430670460085
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	7	5	138.024737597617	-298.725421500963
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	8	1	147.404920061859	-304.689861472523
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	8	2	147.598539163263	-316.872388273578
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	8	3	149.821647875781	-317.666355670906
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	8	4	155.935196835206	-315.840230657052
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	8	5	157.126147931198	-304.804083834193
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	9	1	156.67660872067	-315.786548201314
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	9	2	157.840718588793	-304.804083834193
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	9	3	159.428653383449	-300.993040327019
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	9	4	168.003501274591	-304.486496875262
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	9	5	163.71607732902	-315.52264369812
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	9	6	159.298955019598	-315.580014158407
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	1	164.696326717393	-315.064676293621
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	2	168.693078235718	-304.582629858768
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	3	177.365274926423	-283.769357801076
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	4	182.456942052665	-270.965298117203
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	5	187.37407294514	-268.663662380301
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	6	187.879080473537	-278.645808123225
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	7	176.014660951405	-306.585468433501
"Meristem.Stele Initial"	"Meristem"	"Stele Initial"	10	8	168.543136235441	-313.409751944749
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	1	112.577322556061	-339.599103749601
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	2	113.346143295469	-333.558369368544
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	3	119.716372279129	-324.222688961456
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	4	133.555145588459	-327.73729805589
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	5	130.589694165031	-335.096010847359
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	6	130.040536494026	-342.235060570426
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	11	7	120.375361484335	-342.564555173029
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	12	1	131.598600162873	-342.395449477513
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	12	2	131.399359284504	-335.222777856221
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	12	3	134.587213338412	-328.149726674114
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	12	4	149.23141789855	-330.44099677536
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	12	5	149.430658776919	-345.981785288159
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	12	6	139.667855736827	-345.085201335498
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	13	1	150.440507563161	-330.485673068457
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	13	2	167.599986014491	-328.209865919745
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	13	3	170.95957189645	-344.628487246092
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	13	4	159.765999927826	-345.604309573428
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	13	5	150.664756874049	-346.075228269224
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	14	1	168.519236834406	-327.938837073637
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	14	2	178.875729312893	-323.766075541042
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	14	3	183.802604375474	-331.759678958904
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	14	4	184.657266376126	-341.663703319398
"Meristem.Columella Initial"	"Meristem"	"Columella Initial"	14	5	171.787062131016	-344.328237792019
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	15	1	179.481170732304	-323.515934813717
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	15	2	184.384290434013	-331.567846984414
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	15	3	187.578065652558	-330.173381748148
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	15	4	197.474270555091	-322.121469577451
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	15	5	187.873374049069	-314.948300972608
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	16	1	112.796158484669	-332.63356940887
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	16	2	104.970482330005	-327.371814644456
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	16	3	108.826557008799	-317.561745740145
"Meristem.Epidermis Initial"	"Meristem"	"Epidermis Initial"	16	4	118.301852625442	-323.971504539639
"Columella.Columella"	"Columella"	"Columella"	17	1	105.782732503297	-350.398825980558
"Columella.Columella"	"Columella"	"Columella"	17	2	111.68833069398	-340.970590272625
"Columella.Columella"	"Columella"	"Columella"	17	3	120.287710515502	-343.560764917662
"Columella.Columella"	"Columella"	"Columella"	17	4	130.130374166641	-343.146336974456
"Columella.Columella"	"Columella"	"Columella"	17	5	128.576269379619	-358.376563887271
"Columella.Columella"	"Columella"	"Columella"	17	6	125.882487748781	-380.444851862984
"Columella.Columella"	"Columella"	"Columella"	17	7	109.408977006348	-372.985148885278
"Columella.Columella"	"Columella"	"Columella"	18	1	131.062837038855	-343.146336974456
"Columella.Columella"	"Columella"	"Columella"	18	2	139.24778891717	-345.840118605294
"Columella.Columella"	"Columella"	"Columella"	18	3	149.504880511516	-347.290616406514
"Columella.Columella"	"Columella"	"Columella"	18	4	148.261596681898	-381.480921720998
"Columella.Columella"	"Columella"	"Columella"	18	5	126.814950620995	-380.859279806189
"Columella.Columella"	"Columella"	"Columella"	19	1	150.644557355332	-347.187009420713
"Columella.Columella"	"Columella"	"Columella"	19	2	149.194059554111	-381.273707749395
"Columella.Columella"	"Columella"	"Columella"	19	3	170.433491643412	-380.444851862984
"Columella.Columella"	"Columella"	"Columella"	19	4	171.158740544022	-345.425690662088
"Columella.Columella"	"Columella"	"Columella"	20	1	172.151518217571	-345.091998480136
"Columella.Columella"	"Columella"	"Columella"	20	2	185.011599550964	-342.330631322659
"Columella.Columella"	"Columella"	"Columella"	20	3	190.771022479417	-355.900778496546
"Columella.Columella"	"Columella"	"Columella"	20	4	189.982060434423	-357.87318360903
"Columella.Columella"	"Columella"	"Columella"	20	5	185.011599550964	-368.524171216441
"Columella.Columella"	"Columella"	"Columella"	20	6	171.520348581576	-377.202753711369
"Columella.Columella"	"Columella"	"Columella"	21	1	93.7065084259269	-384.31284963939
"Columella.Columella"	"Columella"	"Columella"	22	1	92.544857495027	-383.925632662424
"Columella.Columella"	"Columella"	"Columella"	22	2	107.839928085209	-374.051599749774
"Columella.Columella"	"Columella"	"Columella"	22	3	125.071083560225	-382.183156266074
"Columella.Columella"	"Columella"	"Columella"	22	4	120.037262859658	-423.228155824538
"Columella.Columella"	"Columella"	"Columella"	22	5	111.324880877909	-415.290207796721
"Columella.Columella"	"Columella"	"Columella"	22	6	102.999715873126	-413.354122911888
"Columella.Columella"	"Columella"	"Columella"	22	7	96.80424424166	-402.318439068339
"Columella.Columella"	"Columella"	"Columella"	22	8	93.7065084259269	-394.76770801749
"Columella.Columella"	"Columella"	"Columella"	23	1	126.827546816992	-382.416478521883
"Columella.Columella"	"Columella"	"Columella"	23	2	148.422071942122	-382.738784867035
"Columella.Columella"	"Columella"	"Columella"	23	3	148.422071942122	-402.399471921257
"Columella.Columella"	"Columella"	"Columella"	23	4	147.777459251819	-418.192482833665
"Columella.Columella"	"Columella"	"Columella"	23	5	146.165927526063	-430.278970776835
"Columella.Columella"	"Columella"	"Columella"	23	6	121.026032604271	-423.832843873811
"Columella.Columella"	"Columella"	"Columella"	24	1	149.337709431351	-382.358132059553
"Columella.Columella"	"Columella"	"Columella"	24	2	170.776075548739	-381.261851974004
"Columella.Columella"	"Columella"	"Columella"	24	3	173.334062415019	-389.788474861602
"Columella.Columella"	"Columella"	"Columella"	24	4	174.430342500567	-404.770969364095
"Columella.Columella"	"Columella"	"Columella"	24	5	175.283004789327	-418.657183781039
"Columella.Columella"	"Columella"	"Columella"	24	6	174.430342500567	-424.016775310386
"Columella.Columella"	"Columella"	"Columella"	24	7	166.390955206546	-425.478482091117
"Columella.Columella"	"Columella"	"Columella"	24	8	149.58132722814	-428.523704550973
"Columella.Columella"	"Columella"	"Columella"	24	9	147.02334036186	-430.107220230099
"Columella.Columella"	"Columella"	"Columella"	24	10	148.972282736168	-419.022610476222
"Columella.Columella"	"Columella"	"Columella"	24	11	149.58132722814	-402.943835888181
"Columella.Columella"	"Columella"	"Columella"	25	1	171.582058236981	-380.839249673453
"Columella.Columella"	"Columella"	"Columella"	25	2	171.692542498563	-378.850532964975
"Columella.Columella"	"Columella"	"Columella"	25	3	185.392590934741	-369.790823515244
"Columella.Columella"	"Columella"	"Columella"	25	4	188.817603043786	-378.519080180229
"Columella.Columella"	"Columella"	"Columella"	25	5	192.353099414413	-385.921525706229
"Columella.Columella"	"Columella"	"Columella"	25	6	196.882954139278	-390.672348954258
"Columella.Columella"	"Columella"	"Columella"	25	7	194.673268907637	-400.394963973482
"Columella.Columella"	"Columella"	"Columella"	25	8	189.370024351697	-410.670000300616
"Columella.Columella"	"Columella"	"Columella"	25	9	185.171622411577	-414.978886502317
"Columella.Columella"	"Columella"	"Columella"	25	10	175.669975915518	-422.270847766735
"Columella.Columella"	"Columella"	"Columella"	25	11	176.553850008174	-419.177288442437
"Columella.Columella"	"Columella"	"Columella"	25	12	175.228038869189	-398.516731526587
"Columella.Columella"	"Columella"	"Columella"	25	13	174.233680514951	-389.457022076855
"Columella.Columella"	"Columella"	"Columella"	26	1	100.706118130738	-466.935579626986
"Columella.Columella"	"Columella"	"Columella"	26	2	96.2364984633542	-453.247369395623
"Columella.Columella"	"Columella"	"Columella"	26	3	89.5320689622787	-436.486295642935
"Columella.Columella"	"Columella"	"Columella"	26	4	89.9510958060959	-428.385109995802
"Columella.Columella"	"Columella"	"Columella"	26	5	94.1413642442681	-425.731273318293
"Columella.Columella"	"Columella"	"Columella"	26	6	99.8680644431034	-419.306195046429
"Columella.Columella"	"Columella"	"Columella"	26	7	102.382225506007	-414.417548535228
"Columella.Columella"	"Columella"	"Columella"	26	8	110.762762382351	-416.792033983525
"Columella.Columella"	"Columella"	"Columella"	26	9	119.702001717118	-424.474192786841
"Columella.Columella"	"Columella"	"Columella"	26	10	119.282974873301	-434.810188267666
"Columella.Columella"	"Columella"	"Columella"	26	11	119.00362364409	-449.75547903048
"Columella.Columella"	"Columella"	"Columella"	26	12	119.841677331724	-463.862716105659
"Columella.Columella"	"Columella"	"Columella"	26	13	119.702001717118	-477.411250722416
"Columella.Columella"	"Columella"	"Columella"	27	1	120.520652571175	-424.906907648101
"Columella.Columella"	"Columella"	"Columella"	27	2	146.078962805647	-431.626980597682
"Columella.Columella"	"Columella"	"Columella"	27	3	146.850118717894	-439.669035111115
"Columella.Columella"	"Columella"	"Columella"	27	4	146.519623326931	-444.846796236202
"Columella.Columella"	"Columella"	"Columella"	27	5	146.960283848215	-462.142721696599
"Columella.Columella"	"Columella"	"Columella"	27	6	147.731439760462	-472.938904468057
"Columella.Columella"	"Columella"	"Columella"	27	7	147.731439760462	-482.413105675663
"Columella.Columella"	"Columella"	"Columella"	27	8	147.51110949982	-484.726573412404
"Columella.Columella"	"Columella"	"Columella"	27	9	142.00285298377	-482.853766196947
"Columella.Columella"	"Columella"	"Columella"	27	10	137.706412901251	-480.98095898149
"Columella.Columella"	"Columella"	"Columella"	27	11	129.333862996855	-478.997986635712
"Columella.Columella"	"Columella"	"Columella"	27	12	120.520652571175	-477.455674811218
"Columella.Columella"	"Columella"	"Columella"	27	13	121.181643353101	-461.812226305636
"Columella.Columella"	"Columella"	"Columella"	27	14	120.079992049891	-449.694061970326
"Columella.Columella"	"Columella"	"Columella"	28	1	147.210244904083	-431.445885410742
"Columella.Columella"	"Columella"	"Columella"	28	2	149.717284732146	-429.252225561187
"Columella.Columella"	"Columella"	"Columella"	28	3	174.47430303427	-424.708215872822
"Columella.Columella"	"Columella"	"Columella"	28	4	174.866028007404	-435.206445152837
"Columella.Columella"	"Columella"	"Columella"	28	5	174.552648028896	-445.312949459716
"Columella.Columella"	"Columella"	"Columella"	28	6	173.982229605635	-468.774591679002
"Columella.Columella"	"Columella"	"Columella"	28	7	172.806269266867	-477.107838139156
"Columella.Columella"	"Columella"	"Columella"	28	8	164.340906631325	-479.478139677108
"Columella.Columella"	"Columella"	"Columella"	28	9	155.549133755162	-482.608507146741
"Columella.Columella"	"Columella"	"Columella"	28	10	148.391669462589	-484.990721897418
"Columella.Columella"	"Columella"	"Columella"	28	11	148.624296936829	-481.754341027658
"Columella.Columella"	"Columella"	"Columella"	28	12	148.750860583509	-472.658378931977
"Columella.Columella"	"Columella"	"Columella"	28	13	147.805048693919	-462.74140475076
"Columella.Columella"	"Columella"	"Columella"	28	14	147.336328662511	-444.890138037644
"Columella.Columella"	"Columella"	"Columella"	28	15	147.665899791565	-439.584249931221
"Columella.Columella"	"Columella"	"Columella"	29	1	175.333485072518	-423.78000002056
"Columella.Columella"	"Columella"	"Columella"	29	2	186.786998586587	-415.512802296119
"Columella.Columella"	"Columella"	"Columella"	29	3	186.87311522955	-420.335334302043
"Columella.Columella"	"Columella"	"Columella"	29	4	188.423214802882	-426.191266023522
"Columella.Columella"	"Columella"	"Columella"	29	5	191.092830734733	-431.788847816112
"Columella.Columella"	"Columella"	"Columella"	29	6	194.020796595473	-437.128079679813
"Columella.Columella"	"Columella"	"Columella"	29	7	196.60429588436	-441.261678542034
"Columella.Columella"	"Columella"	"Columella"	29	8	197.120995742138	-442.811778115366
"Columella.Columella"	"Columella"	"Columella"	29	9	193.10579208215	-454.736211829814
"Columella.Columella"	"Columella"	"Columella"	29	10	185.519360297591	-469.330930078956
"Columella.Columella"	"Columella"	"Columella"	29	11	183.507531448508	-470.767950685444
"Columella.Columella"	"Columella"	"Columella"	29	12	176.466130476717	-475.222714565556
"Columella.Columella"	"Columella"	"Columella"	29	13	174.023195445687	-476.372331050746
"Columella.Columella"	"Columella"	"Columella"	29	14	175.095849519636	-468.779268899228
"Columella.Columella"	"Columella"	"Columella"	29	15	175.272921404988	-459.256276672301
"Columella.Columella"	"Columella"	"Columella"	29	16	175.770767236341	-447.403383189487
"Columella.Columella"	"Columella"	"Columella"	29	17	175.661415353819	-435.058374851727
"Columella.Columella"	"Columella"	"Columella"	30	1	84.4933137358041	-490.234666352752
"Columella.Columella"	"Columella"	"Columella"	30	2	100.351296372436	-467.934378269988
"Columella.Columella"	"Columella"	"Columella"	30	3	119.678212710831	-478.836741332673
"Columella.Columella"	"Columella"	"Columella"	30	4	119.306541242785	-486.64184216164
"Columella.Columella"	"Columella"	"Columella"	30	5	113.658934175921	-524.958958533992
"Columella.Columella"	"Columella"	"Columella"	30	6	110.285495490334	-536.636246291792
"Columella.Columella"	"Columella"	"Columella"	30	7	99.9056841500676	-522.623500982432
"Columella.Columella"	"Columella"	"Columella"	30	8	90.8233492273342	-507.313279255538
"Columella.Columella"	"Columella"	"Columella"	31	1	120.863664936359	-479.301269197795
"Columella.Columella"	"Columella"	"Columella"	31	2	124.740162780824	-479.578161900971
"Columella.Columella"	"Columella"	"Columella"	31	3	130.278016844346	-481.101071768439
"Columella.Columella"	"Columella"	"Columella"	31	4	138.307905236452	-483.17776704226
"Columella.Columella"	"Columella"	"Columella"	31	5	147.445364441263	-486.085140425609
"Columella.Columella"	"Columella"	"Columella"	31	6	146.337793628558	-494.945706927243
"Columella.Columella"	"Columella"	"Columella"	31	7	144.953330112678	-513.912857094805
"Columella.Columella"	"Columella"	"Columella"	31	8	143.291973893621	-528.449724011549
"Columella.Columella"	"Columella"	"Columella"	31	9	141.907510377741	-542.709698225117
"Columella.Columella"	"Columella"	"Columella"	31	10	140.799939565037	-550.047354859283
"Columella.Columella"	"Columella"	"Columella"	31	11	140.661493213449	-551.70871107834
"Columella.Columella"	"Columella"	"Columella"	31	12	133.046943876106	-550.324247562459
"Columella.Columella"	"Columella"	"Columella"	31	13	122.94036021018	-546.586196069582
"Columella.Columella"	"Columella"	"Columella"	31	14	115.741149927601	-541.325234709236
"Columella.Columella"	"Columella"	"Columella"	31	15	112.2799911379	-538.002522271124
"Columella.Columella"	"Columella"	"Columella"	31	16	115.048918169661	-526.23458238614
"Columella.Columella"	"Columella"	"Columella"	31	17	117.679398849834	-513.49751804004
"Columella.Columella"	"Columella"	"Columella"	31	18	121.002111287947	-487.746496644665
"Columella.Columella"	"Columella"	"Columella"	32	1	148.429557893028	-486.226098275638
"Columella.Columella"	"Columella"	"Columella"	32	2	162.87067393169	-481.705401080927
"Columella.Columella"	"Columella"	"Columella"	32	3	172.79109277564	-478.440453106968
"Columella.Columella"	"Columella"	"Columella"	32	4	172.037643243188	-488.737596717144
"Columella.Columella"	"Columella"	"Columella"	32	5	171.409768632811	-507.322685184292
"Columella.Columella"	"Columella"	"Columella"	32	6	170.90746894451	-519.629027547673
"Columella.Columella"	"Columella"	"Columella"	32	7	170.154019412058	-528.795996859172
"Columella.Columella"	"Columella"	"Columella"	32	8	169.651719723757	-532.437669599356
"Columella.Columella"	"Columella"	"Columella"	32	9	166.763496516025	-536.204917261615
"Columella.Columella"	"Columella"	"Columella"	32	10	165.382172373196	-538.967565547272
"Columella.Columella"	"Columella"	"Columella"	32	11	160.233600568108	-544.492862118586
"Columella.Columella"	"Columella"	"Columella"	32	12	155.964053217547	-547.88338501462
"Columella.Columella"	"Columella"	"Columella"	32	13	149.057432503405	-549.892583767825
"Columella.Columella"	"Columella"	"Columella"	32	14	143.406561010015	-550.143733611976
"Columella.Columella"	"Columella"	"Columella"	32	15	145.16460991907	-532.563244521431
"Columella.Columella"	"Columella"	"Columella"	33	1	174.133807503734	-477.91318339964
"Columella.Columella"	"Columella"	"Columella"	33	2	185.897634710553	-470.123610679682
"Columella.Columella"	"Columella"	"Columella"	33	3	187.113874897386	-474.707900614667
"Columella.Columella"	"Columella"	"Columella"	33	4	188.704342834013	-480.414873799038
"Columella.Columella"	"Columella"	"Columella"	33	5	191.511050957474	-489.115668981766
"Columella.Columella"	"Columella"	"Columella"	33	6	191.978835644718	-494.916199103585
"Columella.Columella"	"Columella"	"Columella"	33	7	191.511050957474	-498.752033538982
"Columella.Columella"	"Columella"	"Columella"	33	8	189.359241396154	-504.833234473147
"Columella.Columella"	"Columella"	"Columella"	33	9	179.961293248551	-519.322073742533
"Columella.Columella"	"Columella"	"Columella"	33	10	172.500814964233	-528.602180876685
"Columella.Columella"	"Columella"	"Columella"	33	11	172.695747934678	-509.379211273868
"Columella.Columella"	"Columella"	"Columella"	33	12	173.428199268991	-485.615234649492
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	1	192.249886306482	-354.449181800164
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	2	185.722503875833	-341.763891416072
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	3	185.229871239558	-334.251243712872
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	4	199.146743214338	-323.413325714813
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	5	206.043600122194	-328.585968395705
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	6	207.52149803102	-334.374401871941
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	34	7	201.733064554784	-347.921799369515
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	35	1	203.21096246361	-348.291273846721
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	35	2	208.62992146264	-334.867034508216
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	35	3	208.62992146264	-329.817549986393
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	35	4	220.083630256043	-333.142820281252
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	35	5	223.65521686904	-334.251243712872
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	35	6	214.664671257014	-357.03550314061
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	36	1	217.743625233735	-354.326023641095
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	36	2	224.886798459729	-333.265978440321
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	36	3	233.261553276411	-316.516468806957
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	36	4	247.794216046536	-317.994366715783
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	36	5	243.976313115401	-334.990192667285
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	36	6	233.015236958273	-362.577620298708
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	1	197.555359385883	-389.871786869055
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	2	193.554720478358	-385.394881424919
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	3	186.410722429206	-368.820805950887
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	4	192.221174175849	-355.961609462413
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	5	202.413278059306	-349.008118027905
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	6	213.748421630627	-358.914461989396
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	37	7	206.604423581475	-382.15626897597
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	1	207.366450040052	-383.013548741869
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	2	215.081967933136	-358.62870206743
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	3	216.415514235644	-354.818569774549
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	4	232.418069865745	-363.486620740853
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	5	229.84623056805	-374.15499116092
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	6	224.22628543605	-388.72874718119
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	7	222.79748582622	-393.110399318003
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	38	8	219.939886606559	-397.301544840173
"Lateral Root Cap.Lateral Root Cap"	"Lateral Root Cap"	"Lateral Root Cap"	39	1	223.940525514084	-393.300905932647
